hub,date,agent_id,agent_type,best_bid,best_ask,mid,spread,n_fills,transacted_volume,avg_tx_price
NBP,2025-06-13,1,NoiseAgent,100824.0,100901.0,100862.0,77.0,0,0.0,
NBP,2025-06-13,2,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,3,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,4,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,5,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,6,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,7,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,8,NoiseAgent,101562.0,101572.0,101567.0,10.0,0,0.0,
NBP,2025-06-13,9,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,10,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,11,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,12,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,13,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,14,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,15,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,16,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,17,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,18,NoiseAgent,101699.0,101781.0,101740.0,82.0,0,0.0,
NBP,2025-06-13,19,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,20,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,21,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,22,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,23,NoiseAgent,96133.0,96471.0,96302.0,338.0,0,0.0,
NBP,2025-06-13,24,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,25,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,26,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,27,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,28,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,29,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,30,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,31,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,32,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,33,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,34,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,35,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,36,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,37,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,38,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,39,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,40,NoiseAgent,100011.0,100022.0,100016.0,11.0,0,0.0,
NBP,2025-06-13,41,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,42,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,43,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,44,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,45,NoiseAgent,99555.0,99568.0,99562.0,13.0,0,0.0,
NBP,2025-06-13,46,NoiseAgent,99655.0,99679.0,99667.0,24.0,0,0.0,
NBP,2025-06-13,47,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,48,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,49,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,50,NoiseAgent,96700.0,96702.0,96701.0,2.0,0,0.0,
NBP,2025-06-13,51,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,52,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,53,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,54,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,55,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,56,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,57,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,58,NoiseAgent,102969.0,103155.0,103062.0,186.0,0,0.0,
NBP,2025-06-13,59,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,60,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,61,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,62,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,63,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,64,NoiseAgent,94712.0,97418.0,96065.0,2706.0,0,0.0,
NBP,2025-06-13,65,NoiseAgent,101508.0,101509.0,101508.0,1.0,0,0.0,
NBP,2025-06-13,66,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,67,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,68,NoiseAgent,101506.0,101508.0,101507.0,2.0,0,0.0,
NBP,2025-06-13,69,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,70,NoiseAgent,99740.0,99749.0,99744.0,9.0,0,0.0,
NBP,2025-06-13,71,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,72,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,73,NoiseAgent,95541.0,95696.0,95618.0,155.0,0,0.0,
NBP,2025-06-13,74,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,75,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,76,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,77,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,78,NoiseAgent,96707.0,96708.0,96708.0,1.0,0,0.0,
NBP,2025-06-13,79,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,80,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,81,NoiseAgent,94697.0,94712.0,94704.0,15.0,0,0.0,
NBP,2025-06-13,82,NoiseAgent,99025.0,99029.0,99027.0,4.0,0,0.0,
NBP,2025-06-13,83,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,84,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,85,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,86,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,87,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,88,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,89,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,90,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,91,NoiseAgent,99235.0,99237.0,99236.0,2.0,0,0.0,
NBP,2025-06-13,92,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,93,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,94,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,95,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,96,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,97,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,98,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,99,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,100,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,101,NoiseAgent,98108.0,98338.0,98223.0,230.0,0,0.0,
NBP,2025-06-13,102,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,103,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,104,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,105,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,106,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,107,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,108,NoiseAgent,100824.0,100828.0,100826.0,4.0,0,0.0,
NBP,2025-06-13,109,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,110,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,111,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,112,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,113,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,114,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,115,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,116,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,117,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,118,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,119,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,120,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,121,NoiseAgent,99143.0,99144.0,99144.0,1.0,0,0.0,
NBP,2025-06-13,122,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,123,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,124,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,125,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,126,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,127,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,128,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,129,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,130,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,131,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,132,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,133,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,134,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,135,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,136,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,137,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,138,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,139,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,140,NoiseAgent,99821.0,99965.0,99893.0,144.0,0,0.0,
NBP,2025-06-13,141,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,142,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,143,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,144,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,145,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,146,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,147,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,148,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,149,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,150,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,151,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,152,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,153,NoiseAgent,101510.0,101511.0,101510.0,1.0,0,0.0,
NBP,2025-06-13,154,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,155,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,156,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,157,NoiseAgent,96707.0,96708.0,96708.0,1.0,0,0.0,
NBP,2025-06-13,158,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,159,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,160,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,161,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,162,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,163,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,164,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,165,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,166,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,167,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,168,NoiseAgent,96706.0,96707.0,96706.0,1.0,0,0.0,
NBP,2025-06-13,169,NoiseAgent,99821.0,99843.0,99832.0,22.0,0,0.0,
NBP,2025-06-13,170,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,171,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,172,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,173,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,174,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,175,NoiseAgent,101582.0,101584.0,101583.0,2.0,0,0.0,
NBP,2025-06-13,176,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,177,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,178,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,179,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,180,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,181,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,182,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,183,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,184,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,185,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,186,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,187,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,188,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,189,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,190,NoiseAgent,100901.0,101362.0,101132.0,461.0,0,0.0,
NBP,2025-06-13,191,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,192,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,193,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,194,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,195,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,196,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,197,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,198,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,199,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,200,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,201,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,202,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,203,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,204,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,205,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,206,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,207,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,208,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,209,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,210,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,211,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,212,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,213,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,214,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,215,NoiseAgent,99447.0,99494.0,99470.0,47.0,0,0.0,
NBP,2025-06-13,216,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,217,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,218,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,219,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,220,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,221,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,222,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,223,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,224,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,225,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,226,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,227,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,228,NoiseAgent,95999.0,96024.0,96012.0,25.0,0,0.0,
NBP,2025-06-13,229,NoiseAgent,99539.0,99558.0,99548.0,19.0,0,0.0,
NBP,2025-06-13,230,NoiseAgent,99025.0,99029.0,99027.0,4.0,0,0.0,
NBP,2025-06-13,231,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,232,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,233,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,234,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,235,NoiseAgent,101561.0,101562.0,101562.0,1.0,0,0.0,
NBP,2025-06-13,236,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,237,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,238,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,239,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,240,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,241,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,242,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,243,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,244,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,245,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,246,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,247,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,248,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,249,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,250,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,251,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,252,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,253,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,254,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,255,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,256,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,257,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,258,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,259,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,260,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,261,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,262,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,263,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,264,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,265,NoiseAgent,99722.0,99740.0,99731.0,18.0,0,0.0,
NBP,2025-06-13,266,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,267,NoiseAgent,99170.0,99180.0,99175.0,10.0,0,0.0,
NBP,2025-06-13,268,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,269,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,270,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,271,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,272,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,273,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,274,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,275,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,276,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,277,NoiseAgent,99321.0,99328.0,99324.0,7.0,0,0.0,
NBP,2025-06-13,278,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,279,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,280,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,281,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,282,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,283,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,284,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,285,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,286,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,287,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,288,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,289,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,290,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,291,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,292,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,293,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,294,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,295,NoiseAgent,99144.0,99160.0,99152.0,16.0,0,0.0,
NBP,2025-06-13,296,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,297,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,298,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,299,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,300,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,301,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,302,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,303,NoiseAgent,101561.0,101562.0,101562.0,1.0,0,0.0,
NBP,2025-06-13,304,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,305,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,306,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,307,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,308,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,309,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,310,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,311,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,312,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,313,NoiseAgent,101542.0,101543.0,101542.0,1.0,0,0.0,
NBP,2025-06-13,314,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,315,NoiseAgent,99255.0,99260.0,99258.0,5.0,0,0.0,
NBP,2025-06-13,316,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,317,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,318,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,319,NoiseAgent,102969.0,103425.0,103197.0,456.0,0,0.0,
NBP,2025-06-13,320,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,321,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,322,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,323,NoiseAgent,95867.0,96024.0,95946.0,157.0,0,0.0,
NBP,2025-06-13,324,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,325,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,326,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,327,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,328,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,329,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,330,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,331,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,332,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,333,NoiseAgent,99654.0,99655.0,99654.0,1.0,0,0.0,
NBP,2025-06-13,334,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,335,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,336,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,337,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,338,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,339,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,340,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,341,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,342,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,343,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,344,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,345,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,346,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,347,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,348,NoiseAgent,,,,,0,0.0,
NBP,2025-06-13,349,NoiseAgent,99743.0,99754.0,99748.0,11.0,0,0.0,
NBP,2025-06-13,350,NoiseAgent,,,,,0,0.0,
