date,open,high,low,close,adj_close,volume,hub,ticker,source
2025-06-17,38.18000030517578,39.70000076293945,38.17499923706055,39.308998107910156,39.308998107910156,11950,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-06-18,39.54999923706055,40.3650016784668,38.654998779296875,38.69300079345703,38.69300079345703,0,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-06-20,39.95500183105469,41.79499816894531,39.880001068115234,40.92900085449219,40.92900085449219,8706,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-06-23,41.599998474121094,41.900001525878906,40.290000915527344,40.52199935913086,40.52199935913086,4112,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-06-24,36.48500061035156,36.54999923706055,35.084999084472656,35.6150016784668,35.6150016784668,805,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-06-25,35.45000076293945,35.94499969482422,35.119998931884766,35.4010009765625,35.4010009765625,785,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-06-26,35.30500030517578,35.310001373291016,34.02399826049805,34.02399826049805,34.02399826049805,126,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-06-27,33.08700180053711,33.08700180053711,33.08700180053711,33.08700180053711,33.08700180053711,6001,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-06-30,33.349998474121094,33.45000076293945,32.70000076293945,32.89799880981445,32.89799880981445,2424,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-01,33.099998474121094,33.845001220703125,32.8849983215332,33.69300079345703,33.69300079345703,9591,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-02,33.97999954223633,34.42499923706055,33.209999084472656,33.590999603271484,33.590999603271484,17111,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-03,33.650001525878906,34.209999084472656,33.435001373291016,33.62099838256836,33.62099838256836,0,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-04,33.95000076293945,33.95000076293945,33.275001525878906,33.43000030517578,33.43000030517578,0,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-07,33.209999084472656,34.04499816894531,32.98500061035156,33.62099838256836,33.62099838256836,7415,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-08,34.005001068115234,34.59000015258789,33.89500045776367,34.21900177001953,34.21900177001953,15257,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-09,34.31999969482422,34.900001525878906,34.275001525878906,34.30400085449219,34.30400085449219,8654,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-10,34.654998779296875,35.349998474121094,34.654998779296875,35.16999816894531,35.16999816894531,12660,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-11,34.93000030517578,35.6150016784668,34.755001068115234,35.56100082397461,35.56100082397461,10928,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-14,35.540000915527344,36.31999969482422,35.09000015258789,35.45399856567383,35.45399856567383,12245,TTF,TTF=F,Yahoo Finance (via yfinance)
2025-07-15,35.10499954223633,35.14500045776367,34.20500183105469,34.44499969482422,34.44499969482422,19497,TTF,TTF=F,Yahoo Finance (via yfinance)
