sigma,rmse_ret_mean,rmse_ret_std,rmse_price_mean,rmse_price_std,canary_mean,canary_std
0.0,0.06250257985118816,0.04555337748441293,3.6473689892410617,3.1657138628058568,0.21299530602991576,0.11687381978611777
0.01,0.0783606094268597,0.04448110013171382,4.771882571090605,3.0932020469810704,0.23062983155250544,0.21868127842452673
0.05,0.07956027892693818,0.045749267862111344,4.8188829512695905,3.18274384857327,0.055017100647091845,0.06096009366203367
0.1,0.09802543935574418,0.03209545533663458,5.996766227401888,2.5365252474688638,0.16054936051368712,0.17042512008737232
0.2,0.07845724214726083,0.044403100540471696,4.758754432833079,3.1140924984566865,0.09790483089163894,0.12445414695561226
