file,sigma,final_round,rmse_ret,rmse_price_implied,baseline_rmse_ret,baseline_rmse_price_implied,seed
exp3_long_clip_sigma_0_seed0.csv,0.0,84,0.0555847506038615,5.9780520251747395,0.0556650441240882,,0
exp3_long_clip_sigma_0.01_seed0.csv,0.01,123,0.0555307529626067,5.965714518774946,0.0556650441240882,,0
exp3_long_clip_sigma_0.05_seed0.csv,0.05,129,0.0654154658028556,1.9099514865568423,0.0653988797559248,,0
exp3_long_clip_sigma_0.1_seed0.csv,0.1,181,0.0555345058638021,5.967413074335983,0.0556650441240882,,0
exp3_long_clip_sigma_0.2_seed0.csv,0.2,200,0.0555617468556119,5.98144180169796,0.0556650441240882,,0
