file,sigma,final_round,rmse_ret,rmse_price_implied,baseline_rmse_ret,baseline_rmse_price_implied
exp3_clip_sigma_0.csv,0.0,200,0.1117217297220674,7.085589474314027,0.1142877954815255,
exp3_clip_sigma_0.01.csv,0.01,158,0.1111737634745435,7.036856547672067,0.1142877954815255,
exp3_clip_sigma_0.05.csv,0.05,200,0.1144566559269346,7.262048184593332,0.1142877954815255,
exp3_clip_sigma_0.1.csv,0.1,87,0.0415543748288009,1.4411182953224568,0.0319944016457189,
exp3_clip_sigma_0.2.csv,0.2,112,0.0323522653671007,1.446306734771296,0.0296208592932908,
