sigma,n_seeds,mean_final_round,std_final_round,mean_rmse_ret,std_rmse_ret,mean_rmse_price_implied,std_rmse_price_implied,mean_canary_rmse,std_canary_rmse,mean_canary_frac,std_canary_frac
0.0,5,113.4,37.64704503676218,0.06250257985118816,0.04555337748441293,3.6473689892410617,3.1657138628058568,0.21299530602991576,0.11687381978611777,0.2,0.0
0.01,5,153.2,46.676546573198834,0.0783606094268597,0.04448110013171382,4.771882571090605,3.0932020469810704,0.23062983155250544,0.21868127842452673,0.2,0.0
0.05,5,167.4,37.60718016549499,0.07956027892693818,0.045749267862111344,4.8188829512695905,3.18274384857327,0.055017100647091845,0.06096009366203367,0.2,0.0
0.1,5,141.4,56.58445016079948,0.09802543935574418,0.03209545533663458,5.996766227401888,2.5365252474688638,0.16054936051368712,0.17042512008737232,0.2,0.0
0.2,5,139.6,44.47808449112889,0.07845724214726083,0.044403100540471696,4.758754432833079,3.1140924984566865,0.09790483089163894,0.12445414695561226,0.2,0.0
