test_hub,test_hub_raw,tokenize_hubs,token_salt_set,algo,server_algo,seed,round,local_epochs,clients_per_round,lr,mu,rmse_ret,mae_ret,rmse_price_implied,mae_price_implied,baseline_rmse_ret,baseline_mae_ret,baseline_rmse_price,baseline_mae_price,baseline_test_rows,mask_clip,mask_bits,privacy_sigma,canary_n,canary_client,canary_rmse,canary_frac,canary_round_eval
8601442705,FIN,1,0,fedavg,fedavg,3,1,5,3,0.001,,0.2154650046586385,0.18134781778719805,12.559299340534771,9.9705089117638,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.1,11,LTU,0.46316155791282654,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,3,2,5,3,0.001,,0.16745696991875975,0.1330347621140014,10.053482923514325,7.466681848472563,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.1,11,LTU,0.46606510877609253,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,3,3,5,3,0.001,,0.14547325542572423,0.10919450897500642,8.778982166224639,6.137763879458452,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.1,11,LTU,0.4670262932777405,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,3,4,5,3,0.001,,0.1373854722321945,0.09769149618233346,8.38065010648567,5.503896653305867,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.1,11,LTU,0.4713227450847626,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,3,5,5,3,0.001,,0.13129058489987896,0.08713952412453464,8.076344116139335,4.916124028281918,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.1,11,LTU,0.4752501845359802,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,3,6,5,3,0.001,,0.12767219949271694,0.08165945874573262,7.900425939194386,4.591250553785727,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.1,11,LTU,0.4779773950576782,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,3,7,5,3,0.001,,0.12419465713573545,0.07688101956666978,7.71918081028345,4.307423561318167,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.1,11,LTU,0.45170992612838745,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,3,8,5,3,0.001,,0.12162784702907839,0.07335210923087414,7.595750838324409,4.106169154701562,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.1,11,LTU,0.48084351420402527,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,3,9,5,3,0.001,,0.119566599584763,0.0702343456971997,7.495624548742515,3.934080527604654,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.1,11,LTU,0.481754332780838,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,3,10,5,3,0.001,,0.11808464125180229,0.06758078231811443,7.416665655944325,3.782666966486594,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.1,11,LTU,0.48149821162223816,0.2,1
