test_hub,algo,round,train_hubs,clients_per_round,local_epochs,lr,mu,rmse_ret,mae_ret,rmse_price_implied,mae_price_implied
LTU,fedavg,52,FIN|LVA-EST|TTF,3,5,0.001,,0.03522798673341162,0.028205375220468027,1.591866978852489,1.2825355623467216
LTU,fedavg,53,FIN|LVA-EST|TTF,3,5,0.001,,0.034771248118202876,0.02780570423934039,1.578445709804776,1.267469888389112
LTU,fedavg,54,FIN|LVA-EST|TTF,3,5,0.001,,0.03433805936741246,0.02761459100217727,1.5582126151009381,1.2582345007688844
LTU,fedavg,55,FIN|LVA-EST|TTF,3,5,0.001,,0.03412712584664837,0.02734030012552153,1.54541144639118,1.2450339962233767
LTU,fedavg,56,FIN|LVA-EST|TTF,3,5,0.001,,0.0348703313119542,0.027877226023551412,1.5670463532292642,1.2639656894926377
LTU,fedavg,57,FIN|LVA-EST|TTF,3,5,0.001,,0.035173106833165414,0.028079582780954862,1.583605120538018,1.2741408678539874
LTU,fedavg,58,FIN|LVA-EST|TTF,3,5,0.001,,0.03467465485483082,0.02766443056918496,1.575327128459333,1.2610144455145156
LTU,fedavg,59,FIN|LVA-EST|TTF,3,5,0.001,,0.03407114026109408,0.02741310854792667,1.5421613841709112,1.2471712326027198
LTU,fedavg,60,FIN|LVA-EST|TTF,3,5,0.001,,0.03407585911682098,0.027190112349515027,1.5476059594909832,1.239501762559702
LTU,fedavg,61,FIN|LVA-EST|TTF,3,5,0.001,,0.034744074591737666,0.02774082246394065,1.5766507509263348,1.2627206517807377
LTU,fedavg,62,FIN|LVA-EST|TTF,3,5,0.001,,0.03384021369683571,0.027018251091468645,1.5355247732123811,1.2312665007463823
LTU,fedavg,63,FIN|LVA-EST|TTF,3,5,0.001,,0.03422689852496649,0.027256017873226263,1.5511659775572335,1.2406399861748887
LTU,fedavg,64,FIN|LVA-EST|TTF,3,5,0.001,,0.03445982116503883,0.027546054411906315,1.5574215299914798,1.2511346654388422
LTU,fedavg,65,FIN|LVA-EST|TTF,3,5,0.001,,0.03348558528529335,0.026905789715689528,1.5218385539416732,1.226212699703102
LTU,fedavg,66,FIN|LVA-EST|TTF,3,5,0.001,,0.03375340426746374,0.02701457307381949,1.537757704693345,1.232324275868721
LTU,fedavg,67,FIN|LVA-EST|TTF,3,5,0.001,,0.034123753295379644,0.027231787557458777,1.549084280340602,1.240250479085693
LTU,fedavg,68,FIN|LVA-EST|TTF,3,5,0.001,,0.03361606954188915,0.026779602828951442,1.5250847321189192,1.2197837265442164
LTU,fedavg,69,FIN|LVA-EST|TTF,3,5,0.001,,0.033799799062492954,0.026984625079735293,1.5378240179282754,1.230887897952878
