test_hub,test_hub_raw,tokenize_hubs,token_salt_set,algo,server_algo,seed,round,local_epochs,clients_per_round,lr,mu,rmse_ret,mae_ret,rmse_price_implied,mae_price_implied,baseline_rmse_ret,baseline_mae_ret,baseline_rmse_price,baseline_mae_price,baseline_test_rows,mask_clip,mask_bits,privacy_sigma,canary_n,canary_client,canary_rmse,canary_frac
FIN,,0,0,fedavg,fedavg,0,1,5,3,0.001,,0.16819471119705617,0.13502250234686752,9.438420580478272,6.971102261453868,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5037523508071899,0.2
FIN,,0,0,fedavg,fedavg,0,2,5,3,0.001,,0.14299431029136286,0.10769764111018017,8.282505478189512,5.692736484315889,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5249841213226318,0.2
FIN,,0,0,fedavg,fedavg,0,3,5,3,0.001,,0.12607319772308365,0.08631223923745485,7.57147960726108,4.700237997311968,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.4948608875274658,0.2
FIN,,0,0,fedavg,fedavg,0,4,5,3,0.001,,0.11703536909959354,0.07514713044882479,7.186768181674579,4.187148067719977,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5222693085670471,0.2
FIN,,0,0,fedavg,fedavg,0,5,5,3,0.001,,0.11447664697650216,0.07255363224349226,7.095814303095337,4.076196619874444,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.48583438992500305,0.2
FIN,,0,0,fedavg,fedavg,0,6,5,3,0.001,,0.11324604153005814,0.07056974032783384,7.074581755289594,3.9783294477606637,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5290319919586182,0.2
FIN,,0,0,fedavg,fedavg,0,7,5,3,0.001,,0.11292818713401419,0.06897257709251475,7.098380613068714,3.9012272836185726,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.4928484559059143,0.2
FIN,,0,0,fedavg,fedavg,0,8,5,3,0.001,,0.11349139029172084,0.06738480999674407,7.182699150485779,3.8348728861921813,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5287002325057983,0.2
FIN,,0,0,fedavg,fedavg,0,9,5,3,0.001,,0.11370990214950177,0.06593619971305277,7.213364722431691,3.75898476584307,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5272504091262817,0.2
FIN,,0,0,fedavg,fedavg,0,10,5,3,0.001,,0.11459815876729582,0.06501945175866773,7.28115483976905,3.713735320638993,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.4927660822868347,0.2
FIN,,0,0,fedavg,fedavg,0,11,5,3,0.001,,0.11511779520239108,0.0643042557544661,7.317470637825904,3.6724549923693304,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5191088318824768,0.2
FIN,,0,0,fedavg,fedavg,0,12,5,3,0.001,,0.11544251779689059,0.06388085004963896,7.34336830952873,3.654866963782187,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.4852737486362457,0.2
FIN,,0,0,fedavg,fedavg,0,13,5,3,0.001,,0.11569867613861375,0.06330080218221751,7.365586619218731,3.625655056186791,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5133830904960632,0.2
FIN,,0,0,fedavg,fedavg,0,14,5,3,0.001,,0.11609474471588452,0.06300449837250073,7.391894116100969,3.609182313481281,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5111896991729736,0.2
FIN,,0,0,fedavg,fedavg,0,15,5,3,0.001,,0.11607131745109997,0.06271358450888737,7.3871249215221635,3.5899237556406134,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.505753755569458,0.2
FIN,,0,0,fedavg,fedavg,0,16,5,3,0.001,,0.11652895439951223,0.06341437476733298,7.423922455722561,3.6297800603601433,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5032216310501099,0.2
FIN,,0,0,fedavg,fedavg,0,17,5,3,0.001,,0.1165643190246372,0.06341722320137015,7.4265055238678395,3.6305403608094,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.4632863402366638,0.2
FIN,,0,0,fedavg,fedavg,0,18,5,3,0.001,,0.1160165983115049,0.06312324411731518,7.3821310677795,3.6103005450727608,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.45786550641059875,0.2
FIN,,0,0,fedavg,fedavg,0,19,5,3,0.001,,0.1156513963418525,0.06296112821868959,7.355518609223489,3.6004420564657647,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.4890541732311249,0.2
FIN,,0,0,fedavg,fedavg,0,20,5,3,0.001,,0.11524647954030719,0.06281412253005768,7.331027274372842,3.591085329655943,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.448075532913208,0.2
FIN,,0,0,fedavg,fedavg,0,21,5,3,0.001,,0.11497876139723515,0.06281135798028493,7.307167194510773,3.59017673983245,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.47451311349868774,0.2
FIN,,0,0,fedavg,fedavg,0,22,5,3,0.001,,0.11460784278078817,0.06304647352652833,7.282744282084807,3.60084514191644,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.4407121539115906,0.2
FIN,,0,0,fedavg,fedavg,0,23,5,3,0.001,,0.11461248795970883,0.06308606755769218,7.287895305508684,3.5993900994072696,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.4682324528694153,0.2
FIN,,0,0,fedavg,fedavg,0,24,5,3,0.001,,0.11425379835641053,0.06318490907945269,7.253894131563164,3.6021884669671795,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.47054728865623474,0.2
