test_hub,test_hub_raw,tokenize_hubs,token_salt_set,algo,server_algo,seed,round,local_epochs,clients_per_round,lr,mu,rmse_ret,mae_ret,rmse_price_implied,mae_price_implied,baseline_rmse_ret,baseline_mae_ret,baseline_rmse_price,baseline_mae_price,baseline_test_rows,mask_clip,mask_bits,privacy_sigma,canary_n,canary_client,canary_rmse,canary_frac
FIN,,0,0,fedavg,fedavg,0,1,5,3,0.001,,0.3205994610175402,0.27896677008338255,14.253122091071011,12.040793100457767,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.005,11,LTU,0.7806183099746704,0.2
FIN,,0,0,fedavg,fedavg,0,2,5,3,0.001,,0.2576252930435025,0.2156172358076658,12.093239485918813,9.720555535288721,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.005,11,LTU,0.7493074536323547,0.2
FIN,,0,0,fedavg,fedavg,0,3,5,3,0.001,,0.20392827448189724,0.16217794705429195,10.250904181728481,7.726036179476771,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.005,11,LTU,0.7177786827087402,0.2
FIN,,0,0,fedavg,fedavg,0,4,5,3,0.001,,0.16564246584638392,0.12590575381332672,9.073898326994694,6.436776719443755,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.005,11,LTU,0.687613844871521,0.2
FIN,,0,0,fedavg,fedavg,0,5,5,3,0.001,,0.14948889572778593,0.10904284947750496,8.779274554502907,5.8968121150290145,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.005,11,LTU,0.656543493270874,0.2
FIN,,0,0,fedavg,fedavg,0,6,5,3,0.001,,0.1436618745119892,0.10030789141782062,8.636448917711629,5.508495967324438,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.005,11,LTU,0.6554072499275208,0.2
FIN,,0,0,fedavg,fedavg,0,7,5,3,0.001,,0.13793494163537512,0.09214294594180658,8.405812913329907,5.094082403826302,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.005,11,LTU,0.6171210408210754,0.2
FIN,,0,0,fedavg,fedavg,0,8,5,3,0.001,,0.1334115522736895,0.08562181923680955,8.211879427603504,4.752951077877448,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.005,11,LTU,0.6334381103515625,0.2
FIN,,0,0,fedavg,fedavg,0,9,5,3,0.001,,0.12990000626560297,0.0796872723746266,8.083551343737051,4.4550063725103595,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.005,11,LTU,0.6151260137557983,0.2
FIN,,0,0,fedavg,fedavg,0,10,5,3,0.001,,0.12651802817167165,0.07457038543361705,7.9086770816159,4.1703608771727,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.005,11,LTU,0.5781536102294922,0.2
FIN,,0,0,fedavg,fedavg,0,11,5,3,0.001,,0.12393335036590329,0.07009715415037575,7.7892826182252115,3.925522853173059,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.005,11,LTU,0.5959651470184326,0.2
