test_hub,test_hub_raw,tokenize_hubs,token_salt_set,algo,server_algo,seed,round,local_epochs,clients_per_round,lr,mu,rmse_ret,mae_ret,rmse_price_implied,mae_price_implied,baseline_rmse_ret,baseline_mae_ret,baseline_rmse_price,baseline_mae_price,baseline_test_rows,mask_clip,mask_bits,privacy_sigma,canary_n,canary_client,canary_rmse,canary_frac
FIN,,0,0,fedavg,fedavg,0,1,5,3,0.001,,0.2834588907030083,0.2303701095731632,13.753852654682337,10.721043169441922,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,11,LTU,0.7591133713722229,0.2
FIN,,0,0,fedavg,fedavg,0,2,5,3,0.001,,0.24934611521595473,0.200862206439869,12.56054527392224,9.646369554411747,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,11,LTU,0.7417415976524353,0.2
FIN,,0,0,fedavg,fedavg,0,3,5,3,0.001,,0.22007554332262586,0.17820503538753435,11.535707545671654,8.83651451713155,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,11,LTU,0.7230916619300842,0.2
FIN,,0,0,fedavg,fedavg,0,4,5,3,0.001,,0.19609731811179912,0.15769967297242618,10.711887013297623,8.079237603642817,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,11,LTU,0.704456090927124,0.2
FIN,,0,0,fedavg,fedavg,0,5,5,3,0.001,,0.17820571761448784,0.13883662430503294,10.072440854667807,7.295136831408945,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,11,LTU,0.6858372688293457,0.2
FIN,,0,0,fedavg,fedavg,0,6,5,3,0.001,,0.1625824104525079,0.1224267548386706,9.436261986757556,6.53516266322547,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,11,LTU,0.6734462380409241,0.2
FIN,,0,0,fedavg,fedavg,0,7,5,3,0.001,,0.15030228643296978,0.10865107244071309,8.91591862209314,5.872270648562703,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,11,LTU,0.6544756889343262,0.2
FIN,,0,0,fedavg,fedavg,0,8,5,3,0.001,,0.14025239061141764,0.09615267339064178,8.466503172960023,5.247601910513021,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,11,LTU,0.6469282507896423,0.2
FIN,,0,0,fedavg,fedavg,0,9,5,3,0.001,,0.13151269529547174,0.08437525013267014,8.066754042801627,4.643119639691608,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,11,LTU,0.6335339546203613,0.2
FIN,,0,0,fedavg,fedavg,0,10,5,3,0.001,,0.12436942868770824,0.07349537900129156,7.728576055271818,4.070321513998097,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,11,LTU,0.6118068099021912,0.2
FIN,,0,0,fedavg,fedavg,0,11,5,3,0.001,,0.11950994786593336,0.06562644825567861,7.503309218559132,3.655177314574348,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,11,LTU,0.6075232028961182,0.2
FIN,,0,0,fedavg,fedavg,0,12,5,3,0.001,,0.11753373280798264,0.06364338768591928,7.415121442779925,3.5656526285337984,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,11,LTU,0.5856652855873108,0.2
