test_hub,test_hub_raw,tokenize_hubs,token_salt_set,algo,server_algo,seed,round,local_epochs,clients_per_round,lr,mu,rmse_ret,mae_ret,rmse_price_implied,mae_price_implied,baseline_rmse_ret,baseline_mae_ret,baseline_rmse_price,baseline_mae_price,baseline_test_rows,mask_clip,mask_bits,privacy_sigma,canary_n,canary_client,canary_rmse,canary_frac
FIN,,0,0,fedavg,fedavg,0,1,5,3,0.001,,0.18184766209039943,0.13116048026282004,10.143670499988978,6.6420070318764655,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.01,2,LTU,3.08278489112854,0.05
FIN,,0,0,fedavg,fedavg,0,2,5,3,0.001,,0.1611463990928696,0.10952977316227244,9.319476499293593,5.661137557907351,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.01,2,LTU,3.0608761310577393,0.05
FIN,,0,0,fedavg,fedavg,0,3,5,3,0.001,,0.14569197946434842,0.09292047599617569,8.731358292724515,4.901889385417617,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.01,2,LTU,3.0351972579956055,0.05
FIN,,0,0,fedavg,fedavg,0,4,5,3,0.001,,0.13460356771460483,0.08033625746561326,8.28688903323976,4.328911535341163,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.01,2,LTU,3.0165891647338867,0.05
FIN,,0,0,fedavg,fedavg,0,5,5,3,0.001,,0.12789181549122758,0.07383092857670473,7.998679426593292,4.054851174416212,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.01,2,LTU,2.990213394165039,0.05
FIN,,0,0,fedavg,fedavg,0,6,5,3,0.001,,0.12360603455797013,0.0692684782286584,7.7855987933150566,3.8477981977822453,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.01,2,LTU,2.9747049808502197,0.05
FIN,,0,0,fedavg,fedavg,0,7,5,3,0.001,,0.12136056741477276,0.06849172678003329,7.657011303301777,3.8243387429981395,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.01,2,LTU,2.9512131214141846,0.05
FIN,,0,0,fedavg,fedavg,0,8,5,3,0.001,,0.11920460118517479,0.06740633257341587,7.5224504872885225,3.773592077227501,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.01,2,LTU,2.9628145694732666,0.05
FIN,,0,0,fedavg,fedavg,0,9,5,3,0.001,,0.11803391343565661,0.06712991715728,7.45651430132507,3.769070829568237,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.01,2,LTU,2.9664158821105957,0.05
FIN,,0,0,fedavg,fedavg,0,10,5,3,0.001,,0.11698664070987856,0.06639518438194124,7.403378622949552,3.736403287769391,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.01,2,LTU,2.9305648803710938,0.05
