test_hub,test_hub_raw,tokenize_hubs,token_salt_set,algo,server_algo,seed,round,local_epochs,clients_per_round,lr,mu,rmse_ret,mae_ret,rmse_price_implied,mae_price_implied,baseline_rmse_ret,baseline_mae_ret,baseline_rmse_price,baseline_mae_price,baseline_test_rows,mask_clip,mask_bits,privacy_sigma,canary_n,canary_client,canary_rmse,canary_frac,canary_round_eval
8601442705,FIN,1,0,fedavg,fedavg,2,1,5,3,0.001,,0.130884706127334,0.0856821647406644,8.094211408998376,4.792791874782792,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5286546349525452,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,2,5,3,0.001,,0.12653040113674252,0.07801192933001058,7.878524799814103,4.364220111533486,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5044585466384888,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,3,5,3,0.001,,0.12373129291956715,0.0737453804763861,7.743903371292119,4.1305486482998415,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5307573080062866,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,4,5,3,0.001,,0.12166733899881543,0.07108849437921388,7.636794445105875,3.9875775129003777,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5258796215057373,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,5,5,3,0.001,,0.120239680734561,0.06929401268104718,7.57070972182711,3.8954066397825198,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5223028063774109,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,6,5,3,0.001,,0.11928587609908978,0.06792413468165565,7.527674397285165,3.8256285670913504,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5195197463035583,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,7,5,3,0.001,,0.11816479797718474,0.06649490354275572,7.469153461030268,3.7475897573201817,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5152664184570312,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,8,5,3,0.001,,0.11729473698974054,0.0653197628336533,7.424927422415926,3.684686114466396,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5126346349716187,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,9,5,3,0.001,,0.11679647147637628,0.06456478322998636,7.40048281181363,3.64435510931755,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5088649988174438,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,10,5,3,0.001,,0.11627704181528443,0.06380155444062909,7.379227915773873,3.606347180804303,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.5050814747810364,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,11,5,3,0.001,,0.11595953745126449,0.06343860512324367,7.362865686872637,3.588527973632361,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.4838300347328186,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,12,5,3,0.001,,0.1160763075459916,0.0634415527511637,7.373281271016212,3.5907432576037683,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.4991696774959564,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,13,5,3,0.001,,0.11586545245346402,0.06307591693746809,7.364950566918314,3.574110983916398,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.49615979194641113,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,14,5,3,0.001,,0.11607440729689876,0.06347659308059896,7.376516628974026,3.5987668209055372,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.4743770360946655,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,15,5,3,0.001,,0.1156904340382767,0.06297521364568043,7.355865885667375,3.572623528729225,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.47233787178993225,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,16,5,3,0.001,,0.11575693984545149,0.06315022961443274,7.358082944436081,3.5842668346259092,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.47007039189338684,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,17,5,3,0.001,,0.1158590996699112,0.06343596538574965,7.361008968387813,3.600564809436428,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.46776282787323,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,18,5,3,0.001,,0.11560408326062661,0.063168213196432,7.347159661000624,3.588618110145988,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.465799480676651,0.2,1
8601442705,FIN,1,0,fedavg,fedavg,2,19,5,3,0.001,,0.11557765673310992,0.06312391969549935,7.344483554791079,3.585919598197115,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.0,11,LTU,0.4840301275253296,0.2,1
