hub,date,features_file,symbol,n_agents,n_type_NoiseAgent,n_type_ValueAgent,n_type_MomentumAgent,mid_mean,mid_std,mid_min,mid_max,mid_median,spread_mean,spread_std,spread_min,spread_max,spread_median,fills_total,fills_mean_per_agent,vol_total,vol_mean_per_agent,vwap_proxy,price,target_next_price,target_next_date,log_ret_next
NBP,2021-10-01,data/simulated_trades_long/agent_features_NBP_2021-10-01.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,32.66400146484375,33.44900131225586,2021-10-04,0.023748331129595623
NBP,2021-10-04,data/simulated_trades_long/agent_features_NBP_2021-10-04.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,33.44900131225586,40.040000915527344,2021-10-05,0.17985704731965235
NBP,2021-10-05,data/simulated_trades_long/agent_features_NBP_2021-10-05.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,40.040000915527344,37.10100173950195,2021-10-06,-0.07623500699872787
NBP,2021-10-06,data/simulated_trades_long/agent_features_NBP_2021-10-06.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,37.10100173950195,33.446998596191406,2021-10-07,-0.10368191583120323
NBP,2021-10-07,data/simulated_trades_long/agent_features_NBP_2021-10-07.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,33.446998596191406,30.305999755859375,2021-10-08,-0.09861634982428757
NBP,2021-10-08,data/simulated_trades_long/agent_features_NBP_2021-10-08.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,30.305999755859375,29.513999938964844,2021-10-11,-0.026480979684868622
NBP,2021-10-11,data/simulated_trades_long/agent_features_NBP_2021-10-11.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,29.513999938964844,29.534000396728516,2021-10-12,0.00067743051127378
NBP,2021-10-12,data/simulated_trades_long/agent_features_NBP_2021-10-12.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,29.534000396728516,32.13999938964844,2021-10-13,0.08455918583443855
NBP,2021-10-13,data/simulated_trades_long/agent_features_NBP_2021-10-13.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,32.13999938964844,35.24700164794922,2021-10-14,0.09227912468889254
NBP,2021-10-14,data/simulated_trades_long/agent_features_NBP_2021-10-14.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,35.24700164794922,32.26900100708008,2021-10-15,-0.08827341774947994
NBP,2021-10-15,data/simulated_trades_long/agent_features_NBP_2021-10-15.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,32.26900100708008,32.55500030517578,2021-10-18,0.008823927804610054
NBP,2021-10-18,data/simulated_trades_long/agent_features_NBP_2021-10-18.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,32.55500030517578,31.17799949645996,2021-10-19,-0.04321827432298875
NBP,2021-10-19,data/simulated_trades_long/agent_features_NBP_2021-10-19.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,31.17799949645996,32.29899978637695,2021-10-20,0.03532356164310757
NBP,2021-10-20,data/simulated_trades_long/agent_features_NBP_2021-10-20.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,32.29899978637695,30.597000122070312,2021-10-21,-0.05413429445699647
NBP,2021-10-21,data/simulated_trades_long/agent_features_NBP_2021-10-21.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,30.597000122070312,30.18899917602539,2021-10-22,-0.01342437660067164
NBP,2021-10-22,data/simulated_trades_long/agent_features_NBP_2021-10-22.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,30.18899917602539,30.73699951171875,2021-10-25,0.01798953242367629
NBP,2021-10-25,data/simulated_trades_long/agent_features_NBP_2021-10-25.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,30.73699951171875,30.559999465942383,2021-10-26,-0.005775177926500508
NBP,2021-10-26,data/simulated_trades_long/agent_features_NBP_2021-10-26.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,30.559999465942383,29.975000381469727,2021-10-27,-0.019328233182771548
NBP,2021-10-27,data/simulated_trades_long/agent_features_NBP_2021-10-27.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,29.975000381469727,27.229000091552734,2021-10-28,-0.09608112846744632
NBP,2021-10-28,data/simulated_trades_long/agent_features_NBP_2021-10-28.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,27.229000091552734,22.757999420166016,2021-10-29,-0.17936587871582654
NBP,2021-10-29,data/simulated_trades_long/agent_features_NBP_2021-10-29.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,22.757999420166016,22.91900062561035,2021-11-01,0.007049581717283537
NBP,2021-11-01,data/simulated_trades_long/agent_features_NBP_2021-11-01.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,22.91900062561035,23.61599922180176,2021-11-02,0.029958127292049053
NBP,2021-11-02,data/simulated_trades_long/agent_features_NBP_2021-11-02.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,23.61599922180176,26.878999710083008,2021-11-03,0.12942088633006676
NBP,2021-11-03,data/simulated_trades_long/agent_features_NBP_2021-11-03.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,26.878999710083008,25.60199928283691,2021-11-04,-0.04867485637404423
NBP,2021-11-04,data/simulated_trades_long/agent_features_NBP_2021-11-04.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,25.60199928283691,25.78499984741211,2021-11-05,0.007122476163299751
NBP,2021-11-05,data/simulated_trades_long/agent_features_NBP_2021-11-05.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,25.78499984741211,27.524999618530273,2021-11-08,0.06530174716449366
NBP,2021-11-08,data/simulated_trades_long/agent_features_NBP_2021-11-08.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,27.524999618530273,25.371999740600582,2021-11-09,-0.08144847520191156
NBP,2021-11-09,data/simulated_trades_long/agent_features_NBP_2021-11-09.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,25.371999740600582,24.256000518798828,2021-11-10,-0.04498216269936961
NBP,2021-11-10,data/simulated_trades_long/agent_features_NBP_2021-11-10.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,24.256000518798828,25.89299964904785,2021-11-11,0.065308617503256
NBP,2021-11-11,data/simulated_trades_long/agent_features_NBP_2021-11-11.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,25.89299964904785,25.996999740600582,2021-11-12,0.004008488419037448
NBP,2021-11-12,data/simulated_trades_long/agent_features_NBP_2021-11-12.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,25.996999740600582,27.51099967956543,2021-11-15,0.056604776275616775
NBP,2021-11-15,data/simulated_trades_long/agent_features_NBP_2021-11-15.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,27.51099967956543,32.20600128173828,2021-11-16,0.157566897347579
NBP,2021-11-16,data/simulated_trades_long/agent_features_NBP_2021-11-16.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,32.20600128173828,32.18899917602539,2021-11-17,-0.0005280567120773405
NBP,2021-11-17,data/simulated_trades_long/agent_features_NBP_2021-11-17.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,32.18899917602539,32.321998596191406,2021-11-18,0.004123315812619488
NBP,2021-11-18,data/simulated_trades_long/agent_features_NBP_2021-11-18.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,32.321998596191406,29.545000076293945,2021-11-19,-0.08983354211453243
NBP,2021-11-19,data/simulated_trades_long/agent_features_NBP_2021-11-19.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,29.545000076293945,28.30500030517578,2021-11-22,-0.042876049109619174
NBP,2021-11-22,data/simulated_trades_long/agent_features_NBP_2021-11-22.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,28.30500030517578,30.621999740600582,2021-11-23,0.07868021814157355
NBP,2021-11-23,data/simulated_trades_long/agent_features_NBP_2021-11-23.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,30.621999740600582,31.37700080871582,2021-11-24,0.02435646980251205
NBP,2021-11-24,data/simulated_trades_long/agent_features_NBP_2021-11-24.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,31.37700080871582,29.618000030517575,2021-11-26,-0.057692880568716465
NBP,2021-11-26,data/simulated_trades_long/agent_features_NBP_2021-11-26.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,29.618000030517575,31.996999740600582,2021-11-29,0.07725985465224472
NBP,2021-11-29,data/simulated_trades_long/agent_features_NBP_2021-11-29.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,31.996999740600582,31.54800033569336,2021-11-30,-0.014131934121466738
NBP,2021-11-30,data/simulated_trades_long/agent_features_NBP_2021-11-30.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,31.54800033569336,32.59299850463867,2021-12-01,0.03258728933350463
NBP,2021-12-01,data/simulated_trades_long/agent_features_NBP_2021-12-01.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,32.59299850463867,32.23099899291992,2021-12-02,-0.01116880441616086
NBP,2021-12-02,data/simulated_trades_long/agent_features_NBP_2021-12-02.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,32.23099899291992,30.274999618530273,2021-12-03,-0.06260641425480618
NBP,2021-12-03,data/simulated_trades_long/agent_features_NBP_2021-12-03.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,30.274999618530273,30.47100067138672,2021-12-06,0.0064531568201031675
NBP,2021-12-06,data/simulated_trades_long/agent_features_NBP_2021-12-06.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,30.47100067138672,32.3129997253418,2021-12-07,0.0586941838777113
NBP,2021-12-07,data/simulated_trades_long/agent_features_NBP_2021-12-07.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,32.3129997253418,34.426998138427734,2021-12-08,0.06337146863028709
NBP,2021-12-08,data/simulated_trades_long/agent_features_NBP_2021-12-08.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,34.426998138427734,33.84299850463867,2021-12-09,-0.017108947061456714
NBP,2021-12-09,data/simulated_trades_long/agent_features_NBP_2021-12-09.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,33.84299850463867,35.573001861572266,2021-12-10,0.04985483636585908
NBP,2021-12-10,data/simulated_trades_long/agent_features_NBP_2021-12-10.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,35.573001861572266,38.98699951171875,2021-12-13,0.09164126923269844
NBP,2021-12-13,data/simulated_trades_long/agent_features_NBP_2021-12-13.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,38.98699951171875,42.82400131225586,2021-12-14,0.09387047902987833
NBP,2021-12-14,data/simulated_trades_long/agent_features_NBP_2021-12-14.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,42.82400131225586,44.30899810791016,2021-12-15,0.03408905025147968
NBP,2021-12-15,data/simulated_trades_long/agent_features_NBP_2021-12-15.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,44.30899810791016,47.946998596191406,2021-12-16,0.07890843093621003
NBP,2021-12-16,data/simulated_trades_long/agent_features_NBP_2021-12-16.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,47.946998596191406,45.76300048828125,2021-12-17,-0.04662028988881195
NBP,2021-12-17,data/simulated_trades_long/agent_features_NBP_2021-12-17.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,45.76300048828125,49.15999984741211,2021-12-20,0.07160436656097247
NBP,2021-12-20,data/simulated_trades_long/agent_features_NBP_2021-12-20.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,49.15999984741211,59.777000427246094,2021-12-21,0.19554069714190447
NBP,2021-12-21,data/simulated_trades_long/agent_features_NBP_2021-12-21.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,59.777000427246094,57.71200180053711,2021-12-22,-0.03515582337599188
NBP,2021-12-22,data/simulated_trades_long/agent_features_NBP_2021-12-22.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,57.71200180053711,43.65800094604492,2021-12-23,-0.27907859213822084
NBP,2021-12-23,data/simulated_trades_long/agent_features_NBP_2021-12-23.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,43.65800094604492,35.933998107910156,2021-12-27,-0.1947026933658278
NBP,2021-12-27,data/simulated_trades_long/agent_features_NBP_2021-12-27.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,35.933998107910156,35.96200180053711,2021-12-28,0.0007790056214194152
NBP,2021-12-28,data/simulated_trades_long/agent_features_NBP_2021-12-28.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,35.96200180053711,31.447999954223633,2021-12-29,-0.13412748881327552
NBP,2021-12-29,data/simulated_trades_long/agent_features_NBP_2021-12-29.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,31.447999954223633,29.249000549316406,2021-12-30,-0.0724899828239951
NBP,2021-12-30,data/simulated_trades_long/agent_features_NBP_2021-12-30.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,29.249000549316406,23.104999542236328,2021-12-31,-0.2357963793300346
NBP,2021-12-31,data/simulated_trades_long/agent_features_NBP_2021-12-31.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,23.104999542236328,22.947999954223633,2022-01-03,-0.006818239765070899
NBP,2022-01-03,data/simulated_trades_long/agent_features_NBP_2022-01-03.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,22.947999954223633,29.34000015258789,2022-01-04,0.24572099317067586
NBP,2022-01-04,data/simulated_trades_long/agent_features_NBP_2022-01-04.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,29.34000015258789,30.30699920654297,2022-01-05,0.032426904839739645
NBP,2022-01-05,data/simulated_trades_long/agent_features_NBP_2022-01-05.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,30.30699920654297,31.80299949645996,2022-01-06,0.048181926370718386
NBP,2022-01-06,data/simulated_trades_long/agent_features_NBP_2022-01-06.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,31.80299949645996,29.17300033569336,2022-01-07,-0.08631697363847968
NBP,2022-01-07,data/simulated_trades_long/agent_features_NBP_2022-01-07.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,29.17300033569336,27.920000076293945,2022-01-10,-0.043900354860729074
NBP,2022-01-10,data/simulated_trades_long/agent_features_NBP_2022-01-10.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,27.920000076293945,25.881999969482425,2022-01-11,-0.07579553540638884
NBP,2022-01-11,data/simulated_trades_long/agent_features_NBP_2022-01-11.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,25.881999969482425,24.631000518798828,2022-01-12,-0.04954191195606139
NBP,2022-01-12,data/simulated_trades_long/agent_features_NBP_2022-01-12.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,24.631000518798828,28.14699935913086,2022-01-13,0.1334349209374892
NBP,2022-01-13,data/simulated_trades_long/agent_features_NBP_2022-01-13.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,28.14699935913086,28.472999572753903,2022-01-14,0.011515500609356355
NBP,2022-01-14,data/simulated_trades_long/agent_features_NBP_2022-01-14.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,28.472999572753903,25.46500015258789,2022-01-18,-0.11165128848252692
NBP,2022-01-18,data/simulated_trades_long/agent_features_NBP_2022-01-18.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,25.46500015258789,24.628000259399418,2022-01-19,-0.03342094874696411
NBP,2022-01-19,data/simulated_trades_long/agent_features_NBP_2022-01-19.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,24.628000259399418,24.457000732421875,2022-01-20,-0.0069675141205629565
NBP,2022-01-20,data/simulated_trades_long/agent_features_NBP_2022-01-20.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,24.457000732421875,25.659000396728516,2022-01-21,0.047977899267223734
NBP,2022-01-21,data/simulated_trades_long/agent_features_NBP_2022-01-21.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,25.659000396728516,30.253999710083008,2022-01-24,0.16473399482891393
NBP,2022-01-24,data/simulated_trades_long/agent_features_NBP_2022-01-24.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,30.253999710083008,30.381999969482425,2022-01-25,0.0042219292237666295
NBP,2022-01-25,data/simulated_trades_long/agent_features_NBP_2022-01-25.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,30.381999969482425,29.604999542236328,2022-01-26,-0.025907076259646278
NBP,2022-01-26,data/simulated_trades_long/agent_features_NBP_2022-01-26.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,29.604999542236328,29.454999923706055,2022-01-27,-0.005079578137898277
NBP,2022-01-27,data/simulated_trades_long/agent_features_NBP_2022-01-27.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,29.454999923706055,29.475000381469727,2022-01-28,0.0006787869821156534
NBP,2022-01-28,data/simulated_trades_long/agent_features_NBP_2022-01-28.csv,ABM,1114,1000,102,12,97953.59917355372,2238.0584466129894,94316.0,103197.0,96710.0,105.57438016528926,331.8992320776949,1.0,2706.0,12.0,0.0,0.0,0.0,0.0,,29.475000381469727,29.475000381469727,2022-01-31,0.0
