date,mid_mean,mid_std,spread_mean,spread_std,n_agents_total,n_agents_with_quotes,quote_coverage,abides_price,fills_sum,vol_sum,fills_buy,fills_sell,vol_buy,vol_sell,fills_total,vol_total,last_trade,fills_mean,vol_mean,y_next_day_abides,ttf_price,fills_sum_lag1,fills_sum_lag2,fills_sum_lag3,fills_mean_lag1,fills_mean_lag2,fills_mean_lag3,vol_sum_lag1,vol_sum_lag2,vol_sum_lag3,vol_mean_lag1,vol_mean_lag2,vol_mean_lag3,quote_coverage_lag1,quote_coverage_lag2,quote_coverage_lag3,abides_price_lag1,abides_price_lag2,abides_price_lag3,mid_mean_lag1,mid_mean_lag2,mid_mean_lag3,mid_std_lag1,mid_std_lag2,mid_std_lag3,spread_mean_lag1,spread_mean_lag2,spread_mean_lag3,spread_std_lag1,spread_std_lag2,spread_std_lag3
2026-01-23,9.795359917355372,0.22380584466130093,0.010557438016528925,0.03318992320776948,1114,242,0.21723518850987433,38.771,547.0,10790.0,214.0,333.0,3407.0,7383.0,547.0,10790.0,386525.0,0.4910233393177738,9.685816876122082,39.815,38.771,547.0,548.0,533.0,0.4910233393177738,0.4919210053859964,0.4784560143626571,10790.0,9152.0,7493.0,9.685816876122082,8.215439856373429,6.726211849192101,0.21723518850987433,0.21723518850987433,0.21723518850987433,38.635,36.957,35.953,9.795359917355372,9.795359917355372,9.795359917355372,0.2238058446612983,0.22380584466129844,0.22380584466129932,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.033189923207769485,0.033189923207769485,0.03318992320776949
2026-01-24,9.795359917355372,0.22380584466129902,0.010557438016528925,0.03318992320776949,1114,242,0.21723518850987433,39.815,682.0,8969.0,289.0,393.0,2741.0,6228.0,682.0,8969.0,395413.0,0.6122082585278277,8.05116696588869,39.871,39.815,547.0,547.0,548.0,0.4910233393177738,0.4910233393177738,0.4919210053859964,10790.0,10790.0,9152.0,9.685816876122082,9.685816876122082,8.215439856373429,0.21723518850987433,0.21723518850987433,0.21723518850987433,38.771,38.635,36.957,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466130093,0.2238058446612983,0.22380584466129844,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.03318992320776948,0.033189923207769485,0.033189923207769485
2026-01-25,9.795359917355372,0.22380584466129852,0.010557438016528925,0.0331899232077695,1114,242,0.21723518850987433,39.871,682.0,8969.0,289.0,393.0,2741.0,6228.0,682.0,8969.0,395973.0,0.6122082585278277,8.05116696588869,41.664,39.871,682.0,547.0,547.0,0.6122082585278277,0.4910233393177738,0.4910233393177738,8969.0,10790.0,10790.0,8.05116696588869,9.685816876122082,9.685816876122082,0.21723518850987433,0.21723518850987433,0.21723518850987433,39.815,38.771,38.635,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129902,0.22380584466130093,0.2238058446612983,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.03318992320776949,0.03318992320776948,0.033189923207769485
2026-01-26,9.795359917355372,0.22380584466129957,0.010557438016528925,0.033189923207769485,1114,242,0.21723518850987433,41.664,485.0,7623.0,224.0,261.0,2944.0,4679.0,485.0,7623.0,416622.0,0.4353680430879713,6.842908438061041,41.045,41.664,682.0,682.0,547.0,0.6122082585278277,0.6122082585278277,0.4910233393177738,8969.0,8969.0,10790.0,8.05116696588869,8.05116696588869,9.685816876122082,0.21723518850987433,0.21723518850987433,0.21723518850987433,39.871,39.815,38.771,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129852,0.22380584466129902,0.22380584466130093,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.0331899232077695,0.03318992320776949,0.03318992320776948
2026-01-27,9.795359917355372,0.22380584466129907,0.010557438016528925,0.03318992320776949,1114,242,0.21723518850987433,41.045,485.0,7623.0,224.0,261.0,2944.0,4679.0,485.0,7623.0,410432.0,0.4353680430879713,6.842908438061041,39.987,41.045,485.0,682.0,682.0,0.4353680430879713,0.6122082585278277,0.6122082585278277,7623.0,8969.0,8969.0,6.842908438061041,8.05116696588869,8.05116696588869,0.21723518850987433,0.21723518850987433,0.21723518850987433,41.664,39.871,39.815,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129957,0.22380584466129852,0.22380584466129902,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.033189923207769485,0.0331899232077695,0.03318992320776949
2026-01-28,9.795359917355372,0.22380584466129838,0.010557438016528925,0.033189923207769485,1114,242,0.21723518850987433,39.987,682.0,8969.0,289.0,393.0,2741.0,6228.0,682.0,8969.0,397133.0,0.6122082585278277,8.05116696588869,39.271,39.987,485.0,485.0,682.0,0.4353680430879713,0.4353680430879713,0.6122082585278277,7623.0,7623.0,8969.0,6.842908438061041,6.842908438061041,8.05116696588869,0.21723518850987433,0.21723518850987433,0.21723518850987433,41.045,41.664,39.871,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129907,0.22380584466129957,0.22380584466129852,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.03318992320776949,0.033189923207769485,0.0331899232077695
2026-01-29,9.795359917355372,0.22380584466129902,0.010557438016528925,0.033189923207769485,1114,242,0.21723518850987433,39.271,682.0,8969.0,289.0,393.0,2741.0,6228.0,682.0,8969.0,389973.0,0.6122082585278277,8.05116696588869,40.467,39.271,682.0,485.0,485.0,0.6122082585278277,0.4353680430879713,0.4353680430879713,8969.0,7623.0,7623.0,8.05116696588869,6.842908438061041,6.842908438061041,0.21723518850987433,0.21723518850987433,0.21723518850987433,39.987,41.045,41.664,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129838,0.22380584466129907,0.22380584466129957,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.033189923207769485,0.03318992320776949,0.033189923207769485
2026-01-30,9.795359917355372,0.22380584466130093,0.010557438016528925,0.03318992320776948,1114,242,0.21723518850987433,40.467,682.0,8969.0,289.0,393.0,2741.0,6228.0,682.0,8969.0,401933.0,0.6122082585278277,8.05116696588869,40.13,40.467,682.0,682.0,485.0,0.6122082585278277,0.6122082585278277,0.4353680430879713,8969.0,8969.0,7623.0,8.05116696588869,8.05116696588869,6.842908438061041,0.21723518850987433,0.21723518850987433,0.21723518850987433,39.271,39.987,41.045,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129902,0.22380584466129838,0.22380584466129907,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.033189923207769485,0.033189923207769485,0.03318992320776949
2026-01-31,9.795359917355372,0.22380584466129902,0.010557438016528925,0.0331899232077695,1114,242,0.21723518850987433,40.13,682.0,8969.0,289.0,393.0,2741.0,6228.0,682.0,8969.0,398563.0,0.6122082585278277,8.05116696588869,40.115,40.13,682.0,682.0,682.0,0.6122082585278277,0.6122082585278277,0.6122082585278277,8969.0,8969.0,8969.0,8.05116696588869,8.05116696588869,8.05116696588869,0.21723518850987433,0.21723518850987433,0.21723518850987433,40.467,39.271,39.987,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466130093,0.22380584466129902,0.22380584466129838,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.03318992320776948,0.033189923207769485,0.033189923207769485
2026-02-01,9.795359917355372,0.22380584466129907,0.010557438016528925,0.033189923207769485,1114,242,0.21723518850987433,40.115,682.0,8969.0,289.0,393.0,2741.0,6228.0,682.0,8969.0,398413.0,0.6122082585278277,8.05116696588869,37.119,40.115,682.0,682.0,682.0,0.6122082585278277,0.6122082585278277,0.6122082585278277,8969.0,8969.0,8969.0,8.05116696588869,8.05116696588869,8.05116696588869,0.21723518850987433,0.21723518850987433,0.21723518850987433,40.13,40.467,39.271,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129902,0.22380584466130093,0.22380584466129902,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.0331899232077695,0.03318992320776948,0.033189923207769485
2026-02-02,9.795359917355372,0.22380584466129888,0.010557438016528925,0.033189923207769485,1114,242,0.21723518850987433,37.119,548.0,9152.0,220.0,328.0,3704.0,5448.0,548.0,9152.0,368089.0,0.4919210053859964,8.215439856373429,35.315,37.119,682.0,682.0,682.0,0.6122082585278277,0.6122082585278277,0.6122082585278277,8969.0,8969.0,8969.0,8.05116696588869,8.05116696588869,8.05116696588869,0.21723518850987433,0.21723518850987433,0.21723518850987433,40.115,40.13,40.467,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129907,0.22380584466129902,0.22380584466130093,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.033189923207769485,0.0331899232077695,0.03318992320776948
2026-02-03,9.795359917355372,0.22380584466129838,0.010557438016528925,0.033189923207769485,1114,242,0.21723518850987433,35.315,490.0,7135.0,220.0,270.0,3701.0,3434.0,490.0,7135.0,354211.0,0.4398563734290844,6.404847396768402,33.519,35.315,548.0,682.0,682.0,0.4919210053859964,0.6122082585278277,0.6122082585278277,9152.0,8969.0,8969.0,8.215439856373429,8.05116696588869,8.05116696588869,0.21723518850987433,0.21723518850987433,0.21723518850987433,37.119,40.115,40.13,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129888,0.22380584466129907,0.22380584466129902,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.033189923207769485,0.033189923207769485,0.0331899232077695
2026-02-04,9.795359917355372,0.22380584466129932,0.010557438016528925,0.03318992320776949,1114,242,0.21723518850987433,33.519,771.0,15301.0,362.0,409.0,7019.0,8282.0,771.0,15301.0,332525.0,0.6921005385996409,13.735188509874327,34.439,33.519,490.0,548.0,682.0,0.4398563734290844,0.4919210053859964,0.6122082585278277,7135.0,9152.0,8969.0,6.404847396768402,8.215439856373429,8.05116696588869,0.21723518850987433,0.21723518850987433,0.21723518850987433,35.315,37.119,40.115,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129838,0.22380584466129888,0.22380584466129907,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.033189923207769485,0.033189923207769485,0.033189923207769485
2026-02-05,9.795359917355372,0.22380584466129844,0.010557438016528925,0.033189923207769485,1114,242,0.21723518850987433,34.439,582.0,9727.0,257.0,325.0,3741.0,5986.0,582.0,9727.0,343442.0,0.5224416517055656,8.731597845601437,35.009,34.439,771.0,490.0,548.0,0.6921005385996409,0.4398563734290844,0.4919210053859964,15301.0,7135.0,9152.0,13.735188509874327,6.404847396768402,8.215439856373429,0.21723518850987433,0.21723518850987433,0.21723518850987433,33.519,35.315,37.119,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129932,0.22380584466129838,0.22380584466129888,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.03318992320776949,0.033189923207769485,0.033189923207769485
2026-02-06,9.795359917355372,0.2238058446612983,0.010557438016528925,0.033189923207769485,1114,242,0.21723518850987433,35.009,490.0,7135.0,220.0,270.0,3701.0,3434.0,490.0,7135.0,351151.0,0.4398563734290844,6.404847396768402,35.701,35.009,582.0,771.0,490.0,0.5224416517055656,0.6921005385996409,0.4398563734290844,9727.0,15301.0,7135.0,8.731597845601437,13.735188509874327,6.404847396768402,0.21723518850987433,0.21723518850987433,0.21723518850987433,34.439,33.519,35.315,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129844,0.22380584466129932,0.22380584466129838,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.033189923207769485,0.03318992320776949,0.033189923207769485
2026-02-07,9.795359917355372,0.22380584466130093,0.010557438016528925,0.03318992320776948,1114,242,0.21723518850987433,35.701,533.0,7493.0,210.0,323.0,4496.0,2997.0,533.0,7493.0,357182.0,0.4784560143626571,6.726211849192101,35.685,35.701,490.0,582.0,771.0,0.4398563734290844,0.5224416517055656,0.6921005385996409,7135.0,9727.0,15301.0,6.404847396768402,8.731597845601437,13.735188509874327,0.21723518850987433,0.21723518850987433,0.21723518850987433,35.009,34.439,33.519,9.795359917355372,9.795359917355372,9.795359917355372,0.2238058446612983,0.22380584466129844,0.22380584466129932,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.033189923207769485,0.033189923207769485,0.03318992320776949
