date,mid_mean,mid_std,spread_mean,spread_std,n_agents_total,n_agents_with_quotes,quote_coverage,abides_price,fills_sum,vol_sum,fills_buy,fills_sell,vol_buy,vol_sell,fills_total,vol_total,last_trade,fills_mean,vol_mean,y_next_day_abides,ttf_price,fills_sum_lag1,fills_sum_lag2,fills_sum_lag3,fills_mean_lag1,fills_mean_lag2,fills_mean_lag3,vol_sum_lag1,vol_sum_lag2,vol_sum_lag3,vol_mean_lag1,vol_mean_lag2,vol_mean_lag3,quote_coverage_lag1,quote_coverage_lag2,quote_coverage_lag3,abides_price_lag1,abides_price_lag2,abides_price_lag3,mid_mean_lag1,mid_mean_lag2,mid_mean_lag3,mid_std_lag1,mid_std_lag2,mid_std_lag3,spread_mean_lag1,spread_mean_lag2,spread_mean_lag3,spread_std_lag1,spread_std_lag2,spread_std_lag3
2026-02-08,9.795359917355372,0.22380584466129802,0.010557438016528925,0.03318992320776949,1114,242,0.21723518850987433,35.685,533.0,7493.0,210.0,323.0,4496.0,2997.0,533.0,7493.0,357022.0,0.4784560143626571,6.726211849192101,34.224,35.685,533.0,490.0,582.0,0.4784560143626571,0.4398563734290844,0.5224416517055656,7493.0,7135.0,9727.0,6.726211849192101,6.404847396768402,8.731597845601437,0.21723518850987433,0.21723518850987433,0.21723518850987433,35.701,35.009,34.439,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466130093,0.2238058446612983,0.22380584466129844,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.03318992320776948,0.033189923207769485,0.033189923207769485
2026-02-09,9.795359917355372,0.22380584466129938,0.010557438016528925,0.033189923207769485,1114,242,0.21723518850987433,34.224,726.0,13249.0,338.0,388.0,5459.0,7790.0,726.0,13249.0,341058.0,0.651705565529623,11.893177737881508,33.686,34.224,533.0,533.0,490.0,0.4784560143626571,0.4784560143626571,0.4398563734290844,7493.0,7493.0,7135.0,6.726211849192101,6.726211849192101,6.404847396768402,0.21723518850987433,0.21723518850987433,0.21723518850987433,35.685,35.701,35.009,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129802,0.22380584466130093,0.2238058446612983,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.03318992320776949,0.03318992320776948,0.033189923207769485
2026-02-10,9.795359917355372,0.2238058446612988,0.010557438016528925,0.0331899232077695,1114,242,0.21723518850987433,33.686,771.0,15301.0,362.0,409.0,7019.0,8282.0,771.0,15301.0,334195.0,0.6921005385996409,13.735188509874327,32.578,33.686,726.0,533.0,533.0,0.651705565529623,0.4784560143626571,0.4784560143626571,13249.0,7493.0,7493.0,11.893177737881508,6.726211849192101,6.726211849192101,0.21723518850987433,0.21723518850987433,0.21723518850987433,34.224,35.685,35.701,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129938,0.22380584466129802,0.22380584466130093,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.033189923207769485,0.03318992320776949,0.03318992320776948
2026-02-11,9.795359917355372,0.22380584466129685,0.010557438016528925,0.033189923207769485,1114,242,0.21723518850987433,32.578,478.0,8853.0,226.0,252.0,4361.0,4492.0,478.0,8853.0,326895.0,0.42908438061041293,7.947037701974866,32.366,32.578,771.0,726.0,533.0,0.6921005385996409,0.651705565529623,0.4784560143626571,15301.0,13249.0,7493.0,13.735188509874327,11.893177737881508,6.726211849192101,0.21723518850987433,0.21723518850987433,0.21723518850987433,33.686,34.224,35.685,9.795359917355372,9.795359917355372,9.795359917355372,0.2238058446612988,0.22380584466129938,0.22380584466129802,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.0331899232077695,0.033189923207769485,0.03318992320776949
2026-02-12,9.795359917355372,0.22380584466129866,0.010557438016528925,0.033189923207769485,1114,242,0.21723518850987433,32.366,478.0,8853.0,226.0,252.0,4361.0,4492.0,478.0,8853.0,324775.0,0.42908438061041293,7.947037701974866,33.029,32.366,478.0,771.0,726.0,0.42908438061041293,0.6921005385996409,0.651705565529623,8853.0,15301.0,13249.0,7.947037701974866,13.735188509874327,11.893177737881508,0.21723518850987433,0.21723518850987433,0.21723518850987433,32.578,33.686,34.224,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129685,0.2238058446612988,0.22380584466129938,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.033189923207769485,0.0331899232077695,0.033189923207769485
2026-02-13,9.795359917355372,0.2238058446612988,0.010557438016528925,0.0331899232077695,1114,242,0.21723518850987433,33.029,478.0,8853.0,226.0,252.0,4361.0,4492.0,478.0,8853.0,331405.0,0.42908438061041293,7.947037701974866,32.707,33.029,478.0,478.0,771.0,0.42908438061041293,0.42908438061041293,0.6921005385996409,8853.0,8853.0,15301.0,7.947037701974866,7.947037701974866,13.735188509874327,0.21723518850987433,0.21723518850987433,0.21723518850987433,32.366,32.578,33.686,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129866,0.22380584466129685,0.2238058446612988,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.033189923207769485,0.033189923207769485,0.0331899232077695
2026-02-14,9.795359917355372,0.22380584466129727,0.010557438016528925,0.033189923207769506,1114,242,0.21723518850987433,32.707,478.0,8853.0,226.0,252.0,4361.0,4492.0,478.0,8853.0,328185.0,0.42908438061041293,7.947037701974866,32.664,32.707,478.0,478.0,478.0,0.42908438061041293,0.42908438061041293,0.42908438061041293,8853.0,8853.0,8853.0,7.947037701974866,7.947037701974866,7.947037701974866,0.21723518850987433,0.21723518850987433,0.21723518850987433,33.029,32.366,32.578,9.795359917355372,9.795359917355372,9.795359917355372,0.2238058446612988,0.22380584466129866,0.22380584466129685,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.0331899232077695,0.033189923207769485,0.033189923207769485
2026-02-15,9.795359917355372,0.22380584466129946,0.010557438016528925,0.03318992320776949,1114,242,0.21723518850987433,32.664,478.0,8853.0,226.0,252.0,4361.0,4492.0,478.0,8853.0,327755.0,0.42908438061041293,7.947037701974866,32.488,32.664,478.0,478.0,478.0,0.42908438061041293,0.42908438061041293,0.42908438061041293,8853.0,8853.0,8853.0,7.947037701974866,7.947037701974866,7.947037701974866,0.21723518850987433,0.21723518850987433,0.21723518850987433,32.707,33.029,32.366,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129727,0.2238058446612988,0.22380584466129866,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.033189923207769506,0.0331899232077695,0.033189923207769485
2026-02-16,9.795359917355372,0.2238058446612985,0.010557438016528925,0.0331899232077695,1114,242,0.21723518850987433,32.488,478.0,8853.0,226.0,252.0,4361.0,4492.0,478.0,8853.0,325995.0,0.42908438061041293,7.947037701974866,30.988,32.488,478.0,478.0,478.0,0.42908438061041293,0.42908438061041293,0.42908438061041293,8853.0,8853.0,8853.0,7.947037701974866,7.947037701974866,7.947037701974866,0.21723518850987433,0.21723518850987433,0.21723518850987433,32.664,32.707,33.029,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129946,0.22380584466129727,0.2238058446612988,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.03318992320776949,0.033189923207769506,0.0331899232077695
2026-02-17,9.795359917355372,0.2238058446612988,0.010557438016528925,0.0331899232077695,1114,242,0.21723518850987433,30.988,457.0,6819.0,211.0,246.0,3666.0,3153.0,457.0,6819.0,310933.0,0.4102333931777379,6.121184919210054,30.254,30.988,478.0,478.0,478.0,0.42908438061041293,0.42908438061041293,0.42908438061041293,8853.0,8853.0,8853.0,7.947037701974866,7.947037701974866,7.947037701974866,0.21723518850987433,0.21723518850987433,0.21723518850987433,32.488,32.664,32.707,9.795359917355372,9.795359917355372,9.795359917355372,0.2238058446612985,0.22380584466129946,0.22380584466129727,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.0331899232077695,0.03318992320776949,0.033189923207769506
2026-02-18,9.795359917355372,0.22380584466129727,0.010557438016528925,0.033189923207769506,1114,242,0.21723518850987433,30.254,428.0,7515.0,209.0,219.0,3972.0,3543.0,428.0,7515.0,302906.0,0.38420107719928187,6.7459605026929985,30.722,30.254,457.0,478.0,478.0,0.4102333931777379,0.42908438061041293,0.42908438061041293,6819.0,8853.0,8853.0,6.121184919210054,7.947037701974866,7.947037701974866,0.21723518850987433,0.21723518850987433,0.21723518850987433,30.988,32.488,32.664,9.795359917355372,9.795359917355372,9.795359917355372,0.2238058446612988,0.2238058446612985,0.22380584466129946,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.0331899232077695,0.0331899232077695,0.03318992320776949
2026-02-19,9.795359917355372,0.22380584466129946,0.010557438016528925,0.03318992320776949,1114,242,0.21723518850987433,30.722,428.0,7515.0,209.0,219.0,3972.0,3543.0,428.0,7515.0,307586.0,0.38420107719928187,6.7459605026929985,33.065,30.722,428.0,457.0,478.0,0.38420107719928187,0.4102333931777379,0.42908438061041293,7515.0,6819.0,8853.0,6.7459605026929985,6.121184919210054,7.947037701974866,0.21723518850987433,0.21723518850987433,0.21723518850987433,30.254,30.988,32.488,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129727,0.2238058446612988,0.2238058446612985,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.033189923207769506,0.0331899232077695,0.0331899232077695
2026-02-20,9.795359917355372,0.22380584466129824,0.010557438016528925,0.0331899232077695,1114,242,0.21723518850987433,33.065,478.0,8853.0,226.0,252.0,4361.0,4492.0,478.0,8853.0,331765.0,0.42908438061041293,7.947037701974866,31.449,33.065,428.0,428.0,457.0,0.38420107719928187,0.38420107719928187,0.4102333931777379,7515.0,7515.0,6819.0,6.7459605026929985,6.7459605026929985,6.121184919210054,0.21723518850987433,0.21723518850987433,0.21723518850987433,30.722,30.254,30.988,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129946,0.22380584466129727,0.2238058446612988,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.03318992320776949,0.033189923207769506,0.0331899232077695
2026-02-21,9.795359917355372,0.22380584466129685,0.010557438016528925,0.033189923207769485,1114,242,0.21723518850987433,31.449,689.0,14679.0,245.0,444.0,5285.0,9394.0,689.0,14679.0,314526.0,0.618491921005386,13.176840215439857,31.41,31.449,478.0,428.0,428.0,0.42908438061041293,0.38420107719928187,0.38420107719928187,8853.0,7515.0,7515.0,7.947037701974866,6.7459605026929985,6.7459605026929985,0.21723518850987433,0.21723518850987433,0.21723518850987433,33.065,30.722,30.254,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129824,0.22380584466129946,0.22380584466129727,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.0331899232077695,0.03318992320776949,0.033189923207769506
2026-02-22,9.795359917355372,0.22380584466129827,0.010557438016528925,0.0331899232077695,1114,242,0.21723518850987433,31.41,689.0,14679.0,245.0,444.0,5285.0,9394.0,689.0,14679.0,314136.0,0.618491921005386,13.176840215439857,30.708,31.41,689.0,478.0,428.0,0.618491921005386,0.42908438061041293,0.38420107719928187,14679.0,8853.0,7515.0,13.176840215439857,7.947037701974866,6.7459605026929985,0.21723518850987433,0.21723518850987433,0.21723518850987433,31.449,33.065,30.722,9.795359917355372,9.795359917355372,9.795359917355372,0.22380584466129685,0.22380584466129824,0.22380584466129946,0.010557438016528925,0.010557438016528925,0.010557438016528925,0.033189923207769485,0.0331899232077695,0.03318992320776949
