test_hub,algo,server_algo,seed,round,local_epochs,clients_per_round,lr,mu,rmse_ret,mae_ret,rmse_price_implied,mae_price_implied,baseline_rmse_ret,baseline_mae_ret,baseline_rmse_price,baseline_mae_price,baseline_test_rows
TTF,fedavg,fedavg,0,1,5,3,0.001,,0.07272489610410267,0.057744301565512385,2.719050234329417,2.0262141690941182,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,2,5,3,0.001,,0.054859286497118506,0.041213444995464976,2.0267225415256616,1.4588084444433957,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,3,5,3,0.001,,0.05136349326890357,0.03673884818050221,1.9084199750628745,1.294136851827977,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,4,5,3,0.001,,0.04732873510996819,0.0342975127938898,1.753323024343201,1.2028926693978952,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,5,5,3,0.001,,0.04514957327483194,0.03359422047121324,1.6570734240204765,1.1752959387827722,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,6,5,3,0.001,,0.044260272284590826,0.03355526858329047,1.6109405130677732,1.1703557211029325,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,7,5,3,0.001,,0.04284141611766232,0.03301902403127623,1.5392434451654593,1.1448935763007493,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,8,5,3,0.001,,0.04268102527097946,0.032838542934830725,1.5337978245395008,1.140193678359864,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,9,5,3,0.001,,0.042091419468363665,0.03259015453572906,1.5000004365449902,1.1265332666978993,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,10,5,3,0.001,,0.041913024875122856,0.032543663039085284,1.4906195127155062,1.12361674208257,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,11,5,3,0.001,,0.041165534033147586,0.03225454817806229,1.4505195258127805,1.1070698403150347,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,12,5,3,0.001,,0.040570129614033744,0.03177461991879805,1.4258913403529003,1.0895888224375445,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,13,5,3,0.001,,0.04020931285805846,0.031457514242640046,1.412851511698549,1.0786267829870773,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,14,5,3,0.001,,0.0402598368690023,0.03163012010696486,1.409165033377285,1.081832081591678,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,15,5,3,0.001,,0.03997363910821924,0.031505048467375146,1.3955763847627873,1.0749641270172794,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,16,5,3,0.001,,0.03956453037794163,0.031004821858960755,1.3833858045901077,1.0596526247283153,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,17,5,3,0.001,,0.03960981604278058,0.031031818848332168,1.3840150309886197,1.0602702261330714,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,18,5,3,0.001,,0.04062561774725586,0.03175176567323032,1.424933682254357,1.0857291181986606,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,19,5,3,0.001,,0.04057970254732876,0.03174716171954553,1.4190045272945355,1.0840846479060282,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,20,5,3,0.001,,0.0406430753326771,0.03180083279770215,1.4214541793709203,1.085441662342871,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,21,5,3,0.001,,0.04047190747604599,0.03160838834187647,1.4138045043482315,1.0786414146766818,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,22,5,3,0.001,,0.040720009190396894,0.0317437421556136,1.422578478339385,1.0827187044761943,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,23,5,3,0.001,,0.04053371774122211,0.03160658530926458,1.4129900197312932,1.0768734117746346,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,24,5,3,0.001,,0.0401397305902873,0.03137610020151488,1.3923869445270798,1.066635436967267,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,25,5,3,0.001,,0.04036897917719528,0.03158793293859147,1.403256225357347,1.0741711966102403,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,26,5,3,0.001,,0.04024016306663157,0.0315216222740473,1.3931538007223834,1.069866514653472,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,27,5,3,0.001,,0.03989901905429754,0.03124674054561183,1.3824162308835377,1.061582098633556,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,28,5,3,0.001,,0.0403238958337729,0.03173960920845521,1.3948520812998353,1.076281436696901,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,29,5,3,0.001,,0.04037046702057175,0.03169351625275972,1.3957974056077482,1.0754028136194758,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
TTF,fedavg,fedavg,0,30,5,3,0.001,,0.041029227593846786,0.03223746414473912,1.426633433183328,1.0962305442943405,0.03199440164571892,0.024185610336796105,1.0977720040524601,0.8142881355932202,59
