test_hub,test_hub_raw,tokenize_hubs,token_salt_set,algo,server_algo,seed,round,local_epochs,clients_per_round,lr,mu,rmse_ret,mae_ret,rmse_price_implied,mae_price_implied,baseline_rmse_ret,baseline_mae_ret,baseline_rmse_price,baseline_mae_price,baseline_test_rows,mask_clip,mask_bits,privacy_sigma,canary_n,canary_client,canary_rmse,canary_frac
FIN,,0,0,fedavg,fedavg,0,1,5,3,0.001,,0.34447541887842725,0.3207882606712419,16.282104246735624,14.529858754835251,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,2,LTU,3.3294167518615723,0.05
FIN,,0,0,fedavg,fedavg,0,2,5,3,0.001,,0.2962088880394535,0.2690161841631474,14.57859906098555,12.625796857309751,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,2,LTU,3.2987279891967773,0.05
FIN,,0,0,fedavg,fedavg,0,3,5,3,0.001,,0.25457678360409036,0.22054674064666274,13.09223722062762,10.750418791466743,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,2,LTU,3.268503189086914,0.05
FIN,,0,0,fedavg,fedavg,0,4,5,3,0.001,,0.21875196829145052,0.17975369993755835,11.761156959625623,9.068532701371042,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,2,LTU,3.2376058101654053,0.05
FIN,,0,0,fedavg,fedavg,0,5,5,3,0.001,,0.18763291089093834,0.1452490640678724,10.529276038931267,7.535220952938344,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,2,LTU,3.207949161529541,0.05
FIN,,0,0,fedavg,fedavg,0,6,5,3,0.001,,0.16350772692914203,0.11613210099939947,9.512495040387364,6.143752631622141,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,2,LTU,3.17775559425354,0.05
FIN,,0,0,fedavg,fedavg,0,7,5,3,0.001,,0.14825511700242336,0.09689382693664059,8.812714770498701,5.178820472678233,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,2,LTU,3.1522066593170166,0.05
FIN,,0,0,fedavg,fedavg,0,8,5,3,0.001,,0.14065980482168597,0.08892191142387737,8.458961914985576,4.804251889716962,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,2,LTU,3.139404773712158,0.05
FIN,,0,0,fedavg,fedavg,0,9,5,3,0.001,,0.13665853778536327,0.0848374740448419,8.293468865207,4.607001804092834,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,2,LTU,3.1299729347229004,0.05
FIN,,0,0,fedavg,fedavg,0,10,5,3,0.001,,0.13367386487708605,0.0818413037295927,8.162099655586948,4.464974094863596,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,2,LTU,3.099287509918213,0.05
FIN,,0,0,fedavg,fedavg,0,11,5,3,0.001,,0.13068706018003662,0.07841313076717378,8.040575803278848,4.296741625146618,0.11428779548152551,0.06315286692840304,7.220124678931129,3.573620689655172,58,0.0,0,0.05,2,LTU,3.116842269897461,0.05
