date,fills_sum,fills_mean,vol_sum,vol_mean,mid_mean,mid_std,spread_mean,spread_std,n_agents_total,n_agents_with_quotes,quote_coverage,price,y_next_day,fills_sum_lag1,fills_sum_lag2,fills_sum_lag3,fills_mean_lag1,fills_mean_lag2,fills_mean_lag3,vol_sum_lag1,vol_sum_lag2,vol_sum_lag3,vol_mean_lag1,vol_mean_lag2,vol_mean_lag3,quote_coverage_lag1,quote_coverage_lag2,quote_coverage_lag3,price_lag1,price_lag2,price_lag3,mid_mean_lag1,mid_mean_lag2,mid_mean_lag3,mid_std_lag1,mid_std_lag2,mid_std_lag3,spread_mean_lag1,spread_mean_lag2,spread_mean_lag3,spread_std_lag1,spread_std_lag2,spread_std_lag3
2026-01-28,0,0.0,0.0,0.0,9.998082304526749,0.0014332156376155591,0.00014526748971193415,0.00010127406587104405,1114,243,0.21813285457809695,39.987,39.271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21813285457809695,0.21813285457809695,0.21813285457809695,41.045,41.664,39.871,9.998082304526749,9.998082304526749,9.998082304526749,0.0014332156376152905,0.001433215637614553,0.0014332156376157307,0.00014526748971193415,0.00014526748971193415,0.00014526748971193415,0.00010127406587104409,0.00010127406587104411,0.00010127406587104406
2026-01-29,0,0.0,0.0,0.0,9.998082304526749,0.0014332156376146324,0.00014526748971193415,0.00010127406587104409,1114,243,0.21813285457809695,39.271,40.467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21813285457809695,0.21813285457809695,0.21813285457809695,39.987,41.045,41.664,9.998082304526749,9.998082304526749,9.998082304526749,0.0014332156376155591,0.0014332156376152905,0.001433215637614553,0.00014526748971193415,0.00014526748971193415,0.00014526748971193415,0.00010127406587104405,0.00010127406587104409,0.00010127406587104411
2026-01-30,0,0.0,0.0,0.0,9.998082304526749,0.0014332156376147594,0.00014526748971193415,0.00010127406587104411,1114,243,0.21813285457809695,40.467,40.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21813285457809695,0.21813285457809695,0.21813285457809695,39.271,39.987,41.045,9.998082304526749,9.998082304526749,9.998082304526749,0.0014332156376146324,0.0014332156376155591,0.0014332156376152905,0.00014526748971193415,0.00014526748971193415,0.00014526748971193415,0.00010127406587104409,0.00010127406587104405,0.00010127406587104409
2026-01-31,0,0.0,0.0,0.0,9.998082304526749,0.0014332156376152926,0.00014526748971193415,0.00010127406587104409,1114,243,0.21813285457809695,40.13,40.115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21813285457809695,0.21813285457809695,0.21813285457809695,40.467,39.271,39.987,9.998082304526749,9.998082304526749,9.998082304526749,0.0014332156376147594,0.0014332156376146324,0.0014332156376155591,0.00014526748971193415,0.00014526748971193415,0.00014526748971193415,0.00010127406587104411,0.00010127406587104409,0.00010127406587104405
2026-02-01,0,0.0,0.0,0.0,9.998082304526749,0.0014332156376151445,0.00014526748971193415,0.00010127406587104411,1114,243,0.21813285457809695,40.115,37.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21813285457809695,0.21813285457809695,0.21813285457809695,40.13,40.467,39.271,9.998082304526749,9.998082304526749,9.998082304526749,0.0014332156376152926,0.0014332156376147594,0.0014332156376146324,0.00014526748971193415,0.00014526748971193415,0.00014526748971193415,0.00010127406587104409,0.00010127406587104411,0.00010127406587104409
2026-02-02,0,0.0,0.0,0.0,9.998082304526749,0.0014332156376159668,0.00014526748971193415,0.0001012740658710441,1114,243,0.21813285457809695,37.119,35.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21813285457809695,0.21813285457809695,0.21813285457809695,40.115,40.13,40.467,9.998082304526749,9.998082304526749,9.998082304526749,0.0014332156376151445,0.0014332156376152926,0.0014332156376147594,0.00014526748971193415,0.00014526748971193415,0.00014526748971193415,0.00010127406587104411,0.00010127406587104409,0.00010127406587104411
2026-02-03,0,0.0,0.0,0.0,9.998082304526749,0.0014332156376155591,0.00014526748971193415,0.00010127406587104405,1114,243,0.21813285457809695,35.315,33.519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21813285457809695,0.21813285457809695,0.21813285457809695,37.119,40.115,40.13,9.998082304526749,9.998082304526749,9.998082304526749,0.0014332156376159668,0.0014332156376151445,0.0014332156376152926,0.00014526748971193415,0.00014526748971193415,0.00014526748971193415,0.0001012740658710441,0.00010127406587104411,0.00010127406587104409
2026-02-04,0,0.0,0.0,0.0,9.998082304526749,0.001433215637614627,0.00014526748971193415,0.0001012740658710441,1114,243,0.21813285457809695,33.519,34.439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21813285457809695,0.21813285457809695,0.21813285457809695,35.315,37.119,40.115,9.998082304526749,9.998082304526749,9.998082304526749,0.0014332156376155591,0.0014332156376159668,0.0014332156376151445,0.00014526748971193415,0.00014526748971193415,0.00014526748971193415,0.00010127406587104405,0.0001012740658710441,0.00010127406587104411
2026-02-05,0,0.0,0.0,0.0,9.998082304526749,0.0014332156376152495,0.00014526748971193415,0.00010127406587104406,1114,243,0.21813285457809695,34.439,35.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21813285457809695,0.21813285457809695,0.21813285457809695,33.519,35.315,37.119,9.998082304526749,9.998082304526749,9.998082304526749,0.001433215637614627,0.0014332156376155591,0.0014332156376159668,0.00014526748971193415,0.00014526748971193415,0.00014526748971193415,0.0001012740658710441,0.00010127406587104405,0.0001012740658710441
2026-02-06,0,0.0,0.0,0.0,9.998082304526749,0.0014332156376150739,0.00014526748971193415,0.00010127406587104411,1114,243,0.21813285457809695,35.009,35.701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21813285457809695,0.21813285457809695,0.21813285457809695,34.439,33.519,35.315,9.998082304526749,9.998082304526749,9.998082304526749,0.0014332156376152495,0.001433215637614627,0.0014332156376155591,0.00014526748971193415,0.00014526748971193415,0.00014526748971193415,0.00010127406587104406,0.0001012740658710441,0.00010127406587104405
2026-02-07,0,0.0,0.0,0.0,9.998082304526749,0.0014332156376147594,0.00014526748971193415,0.00010127406587104411,1114,243,0.21813285457809695,35.701,35.685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21813285457809695,0.21813285457809695,0.21813285457809695,35.009,34.439,33.519,9.998082304526749,9.998082304526749,9.998082304526749,0.0014332156376150739,0.0014332156376152495,0.001433215637614627,0.00014526748971193415,0.00014526748971193415,0.00014526748971193415,0.00010127406587104411,0.00010127406587104406,0.0001012740658710441
2026-02-08,0,0.0,0.0,0.0,9.998082304526749,0.0014332156376157714,0.00014526748971193415,0.00010127406587104409,1114,243,0.21813285457809695,35.685,34.224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21813285457809695,0.21813285457809695,0.21813285457809695,35.701,35.009,34.439,9.998082304526749,9.998082304526749,9.998082304526749,0.0014332156376147594,0.0014332156376150739,0.0014332156376152495,0.00014526748971193415,0.00014526748971193415,0.00014526748971193415,0.00010127406587104411,0.00010127406587104411,0.00010127406587104406
2026-02-09,0,0.0,0.0,0.0,9.998082304526749,0.0014332156376160449,0.00014526748971193415,0.00010127406587104409,1114,243,0.21813285457809695,34.224,33.686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21813285457809695,0.21813285457809695,0.21813285457809695,35.685,35.701,35.009,9.998082304526749,9.998082304526749,9.998082304526749,0.0014332156376157714,0.0014332156376147594,0.0014332156376150739,0.00014526748971193415,0.00014526748971193415,0.00014526748971193415,0.00010127406587104409,0.00010127406587104411,0.00010127406587104411
2026-02-10,0,0.0,0.0,0.0,9.998082304526749,0.001433215637614916,0.00014526748971193415,0.00010127406587104409,1114,243,0.21813285457809695,33.686,32.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21813285457809695,0.21813285457809695,0.21813285457809695,34.224,35.685,35.701,9.998082304526749,9.998082304526749,9.998082304526749,0.0014332156376160449,0.0014332156376157714,0.0014332156376147594,0.00014526748971193415,0.00014526748971193415,0.00014526748971193415,0.00010127406587104409,0.00010127406587104409,0.00010127406587104411
